page,price,location,alapterulet,szobak,erkely
376,280 000 Ft/hó,"Budapest VI. kerület, Csengery utca",60 m2,2,
376,245 000 Ft/hó,"Budapest IX. kerület, Viola utca",46 m2,2,5 m2
376,170 000 Ft/hó,"Budapest VII. kerület, Izabella utca 34.",23 m2,1,
376,180 000 Ft/hó,"Budapest XVIII. kerület, Dolgozó út 8.",51 m2,1 + 2 fél,
376,270 000 Ft/hó,"Budapest XIX. kerület, Kós Károly tér",68 m2,2,
376,240 000 Ft/hó,"Budapest XI. kerület, Bartók Béla út 103.",45 m2,2 + 1 fél,3 m2
376,280 000 Ft/hó,"Budapest II. kerület, Szilágyi Erzsébet fasor",63 m2,2,10 m2
376,250 094 Ft/hó,"Budapest VII. kerület, Rákóczi út",78 m2,2,
376,330 000 Ft/hó,"Budapest XIV. kerület, Herminamező",47 m2,2,3 m2
376,230 000 Ft/hó,"Budapest VII. kerület, Marek József utca",35 m2,1,
376,698 000 Ft/hó,"Budapest XIV. kerület, Gyertyán utca",110 m2,4,9 m2
376,450 000 Ft/hó,"Budapest VIII. kerület, Józsefváros - Palotanegyed",107 m2,2,
376,307 808 Ft/hó,"Budapest V. kerület, Zrínyi utca",55 m2,2,
376,260 000 Ft/hó,"Budapest XI. kerület, Karinthy Frigyes út",56 m2,2,2 m2
376,120 000 Ft/hó,"Budapest XIV. kerület, Róna utca",12 m2,1,
376,303 960 Ft/hó,"Budapest VII. kerület, Nyár utca",38 m2,2,
376,420 000 Ft/hó,"Budapest VII. kerület, Marek József utca",76 m2,4,8 m2
376,190 000 Ft/hó,"Budapest XIII. kerület, Szekszárdi utca",41 m2,1 + 1 fél,
376,299 000 Ft/hó,"Budapest XII. kerület, Thomán István utca",74 m2,3,4 m2
376,500 000 Ft/hó,"Budapest VI. kerület, Andrássy út",79 m2,2,
377,1 100 000 Ft/hó,"Budapest III. kerület, Jablonka út",105 m2,4,60 m2
377,220 000 Ft/hó,"Budapest XI. kerület, Fejér Lipót utca 63.",45 m2,1 + 1 fél,6 m2
377,700 000 Ft/hó,"Budapest III. kerület, Mátyáshegy",161 m2,4,
377,500 000 Ft/hó,"Budapest V. kerület, Petőfi Sándor utca",120 m2,3,4 m2
377,380 000 Ft/hó,"Budapest VII. kerület, Marek József utca",62 m2,4,10 m2
377,130 000 Ft/hó,"Budapest XVIII. kerület, Nagybánya utca",24 m2,1,4 m2
377,400 000 Ft/hó,"Budapest XIV. kerület, Istvánmező",88 m2,4,12 m2
377,280 000 Ft/hó,"Budapest IX. kerület, Középső-Ferencváros - Malmok",54 m2,2,
377,170 000 Ft/hó,"Budapest XIII. kerület, Visegrádi utca 30.",48 m2,1,
377,170 000 Ft/hó,"Budapest XXI. kerület, Merkúr utca",35 m2,1,
377,1 000 000 Ft/hó,"Budapest V. kerület, Párizsi utca",81 m2,3,
377,220 000 Ft/hó,"Budapest XI. kerület, Rétköz utca",54 m2,2,4 m2
377,160 000 Ft/hó,"Budapest XVI. kerület, Védő utca",38 m2,1 + 1 fél,5 m2
377,1 153 895 Ft/hó,"Budapest II. kerület, Rózsadomb",126 m2,4,40 m2
377,330 000 Ft/hó,"Budapest VII. kerület, Dob utca",55 m2,2,
377,230 000 Ft/hó,"Budapest VII. kerület, Csengery utca",30 m2,1,
377,290 000 Ft/hó,"Budapest XIII. kerület, Rózsafa utca",48 m2,2,10 m2
377,245 000 Ft/hó,"Budapest II. kerület, Józsefhegyi utca",30 m2,1,
377,300 000 Ft/hó,"Budapest VII. kerület, Erzsébet körút",78 m2,3,
377,270 000 Ft/hó,"Budapest IX. kerület, Ráday utca",60 m2,2,
378,220 000 Ft/hó,"Budapest VIII. kerület, Rákóczi út",38 m2,1,
378,330 000 Ft/hó,"Budapest III. kerület, Folyóka utca",67 m2,2,10 m2
378,140 000 Ft/hó,"Budapest VI. kerület, Rózsa utca",17 m2,1,
378,200 000 Ft/hó,"Budapest VI. kerület, Vörösmarty utca",40 m2,1 + 1 fél,
378,650 000 Ft/hó,"Budapest V. kerület, Balassi Bálint utca",125 m2,3,
378,384 760 Ft/hó,"Budapest VI. kerület, Király utca",77 m2,3,
378,480 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca",60 m2,3,25 m2
378,384 760 Ft/hó,"Budapest XIII. kerület, Visegrádi utca",71 m2,4,
378,230 000 Ft/hó,"Budapest I. kerület, Bem rakpart",38 m2,1,
378,400 000 Ft/hó,"Budapest I. kerület, Hattyú utca",62 m2,2 + 1 fél,
378,178 000 Ft/hó,"Budapest X. kerület, Harmat utca",36 m2,1,2 m2
378,461 712 Ft/hó,"Budapest XIII. kerület, Szent István körút 20.",60 m2,3,
378,650 000 Ft/hó,"Budapest II. kerület, Keleti Károly utca",240 m2,5,
378,240 000 Ft/hó,"Budapest VIII. kerület, Baross utca",56 m2,2,
378,180 000 Ft/hó,"Budapest XIII. kerület, Csanády utca",32 m2,1,
378,250 000 Ft/hó,"Budapest XI. kerület, Sáfrány utca",49 m2,2,
378,420 000 Ft/hó,"Budapest XIII. kerület, Pozsonyi út",92 m2,3,2 m2
378,190 000 Ft/hó,"Budapest IX. kerület, Nádasdy utca",28 m2,1,2 m2
378,289 000 Ft/hó,"Budapest VII. kerület, Asbóth utca",33 m2,1,3 m2
378,220 000 Ft/hó,"Budapest VIII. kerület, Bauer Sándor utca 19.",45 m2,1,
379,599 000 Ft/hó,"Budapest V. kerület, Petőfi Sándor utca",136 m2,2,
379,320 000 Ft/hó,"Budapest V. kerület, Vadász utca 28.",65 m2,2,5 m2
379,270 000 Ft/hó,"Budapest II. kerület, Pasaréti út",96 m2,3,10 m2
379,130 000 Ft/hó,"Budapest XIII. kerület, Róbert Károly körút 38.",13 m2,1,
379,307 808 Ft/hó,"Budapest VI. kerület, Belső-Terézváros",41 m2,1,
379,1 120 000 Ft/hó,"Budapest XI. kerület, Bíró László József körút",95 m2,4,40 m2
379,260 000 Ft/hó,"Budapest VII. kerület, Hernád utca",49 m2,2,
379,300 000 Ft/hó,"Budapest VII. kerület, Akácfa utca",40 m2,1 + 1 fél,
379,180 000 Ft/hó,"Budapest VI. kerület, Jókai utca 40.",30 m2,1,
379,650 000 Ft/hó,"Budapest VI. kerület, Jókai tér",101 m2,3,
379,250 000 Ft/hó,"Budapest VI. kerület, Benczúr utca",34 m2,1 + 1 fél,6 m2
379,250 000 Ft/hó,"Budapest VI. kerület, Jókai utca 1. fszt",36 m2,1,
379,195 000 Ft/hó,"Budapest VIII. kerület, Lujza utca",35 m2,1,
379,700 000 Ft/hó,"Budapest II. kerület, Medve utca",141 m2,4 + 1 fél,8 m2
379,220 000 Ft/hó,"Budapest VI. kerület, Belső-Terézváros",35 m2,2,
379,205 000 Ft/hó,"Budapest XI. kerület, Kánai út 3.",30 m2,1,
379,699 000 Ft/hó,"Budapest II. kerület, Cseppkő utca",150 m2,4,35 m2
379,320 000 Ft/hó,"Budapest XIII. kerület, Balzac utca",72 m2,2,
379,220 000 Ft/hó,"Budapest VIII. kerület, Delej utca",37 m2,1,3 m2
379,180 000 Ft/hó,"Budapest XVIII. kerület, Ond utca",35 m2,1 + 1 fél,7 m2
380,190 000 Ft/hó,"Budapest XII. kerület, Hollósy Simon utca 7.",29 m2,1,
380,170 000 Ft/hó,"Budapest II. kerület, Fillér utca",25 m2,1,
380,210 000 Ft/hó,"Budapest VII. kerület, Akácfa utca",67 m2,2,
380,288 570 Ft/hó,"Budapest VIII. kerület, Kőris utca 1-3.",38 m2,1 + 1 fél,3 m2
380,200 000 Ft/hó,"Budapest XIX. kerület, Zalaegerszeg utca",44 m2,2,
380,210 000 Ft/hó,"Budapest VII. kerület, Kertész utca",30 m2,1 + 1 fél,
380,350 000 Ft/hó,"Budapest XI. kerület, Kanizsai utca",56 m2,2,12 m2
380,290 000 Ft/hó,"Budapest VI. kerület, Rózsa utca",50 m2,2,8 m2
380,240 000 Ft/hó,"Budapest VI. kerület, Ó utca 24-26.",35 m2,1,5 m2
380,250 000 Ft/hó,"Budapest XI. kerület, Szirtes út",44 m2,1 + 1 fél,7 m2
380,480 000 Ft/hó,"Budapest III. kerület, Szent István utca",70 m2,3,10 m2
380,169 000 Ft/hó,"Budapest IX. kerület, Pöttyös utca",38 m2,1 + 1 fél,
380,484 798 Ft/hó,"Budapest I. kerület, Vár",63 m2,2,3 m2
380,350 000 Ft/hó,"Budapest XI. kerület, Vahot utca",51 m2,2,
380,350 000 Ft/hó,"Budapest VII. kerület, Madách Imre út",52 m2,1 + 1 fél,
380,220 000 Ft/hó,"Budapest VII. kerület, Dob utca",25 m2,1,
380,320 000 Ft/hó,"Budapest VII. kerület, Károly körút",35 m2,1,
380,330 000 Ft/hó,"Budapest XI. kerület, Kelenföldi lakótelep",50 m2,2,
380,600 000 Ft/hó,"Budapest XIII. kerület, Kárpát utca",108 m2,4,10 m2
380,200 000 Ft/hó,"Budapest IX. kerület, Gyáli út 21-23.",35 m2,1,
381,240 000 Ft/hó,"Budapest XIII. kerület, Gömb utca 2/b.",54 m2,2,
381,185 000 Ft/hó,"Budapest XV. kerület, Drégelyvár utca",35 m2,1 + 1 fél,
381,200 000 Ft/hó,"Budapest XIV. kerület, Szugló utca",38 m2,1,
381,230 000 Ft/hó,"Budapest IV. kerület, Újpest",45 m2,2,5 m2
381,220 000 Ft/hó,"Budapest XIV. kerület, Ilka utca 11.",39 m2,1 + 1 fél,
381,200 000 Ft/hó,"Budapest VI. kerület, Vörösmarty utca 44.",40 m2,1,
381,390 000 Ft/hó,"Budapest XI. kerület, Nagymákfa utca",70 m2,2,50 m2
381,170 000 Ft/hó,"Budapest VIII. kerület, Százados út 30.",28 m2,1,
381,180 000 Ft/hó,"Budapest VIII. kerület, Fiumei út",25 m2,1,
381,220 000 Ft/hó,"Budapest XIV. kerület, Öv utca",57 m2,1 + 1 fél,5 m2
381,200 000 Ft/hó,"Budapest X. kerület, Balkán utca 18.",35 m2,1 + 1 fél,
381,320 000 Ft/hó,"Budapest XIII. kerület, Kresz Géza utca",63 m2,3,
381,230 000 Ft/hó,"Budapest XIII. kerület, Szent László út 143.",45 m2,1 + 1 fél,
381,220 000 Ft/hó,"Budapest III. kerület, Kerék utca",52 m2,2,4 m2
381,350 000 Ft/hó,"Budapest II. kerület, Tárogató út",69 m2,3,4 m2
381,250 000 Ft/hó,"Budapest XXII. kerület, Kossuth Lajos utca",47 m2,1 + 1 fél,7 m2
381,230 000 Ft/hó,"Budapest III. kerület, Lukács György utca",50 m2,2,4 m2
381,350 000 Ft/hó,"Budapest VII. kerület, Rottenbiller utca 8.",52 m2,2,16 m2
381,230 000 Ft/hó,"Budapest XIV. kerület, Szugló utca 64.",45 m2,2,
381,220 000 Ft/hó,"Budapest VII. kerület, Szövetség utca",33 m2,1 + 1 fél,
382,290 000 Ft/hó,"Budapest VII. kerület, Szövetség utca",50 m2,1 + 2 fél,
382,290 000 Ft/hó,"Budapest XVI. kerület, Levedi utca",52 m2,2,18 m2
382,190 000 Ft/hó,"Budapest XIV. kerület, Uzsoki utca",24 m2,1,
382,240 000 Ft/hó,"Budapest IX. kerület, Vágóhíd utca",35 m2,1 + 1 fél,
382,270 000 Ft/hó,"Budapest XI. kerület, Előpatak utca",57 m2,2 + 1 fél,3 m2
382,130 000 Ft/hó,"Budapest II. kerület, Margit körút",26 m2,1,
382,200 000 Ft/hó,"Budapest XII. kerület, Avar utca",48 m2,1 + 1 fél,
382,250 000 Ft/hó,"Budapest X. kerület, Monori utca",68 m2,3,
382,230 000 Ft/hó,"Budapest IV. kerület, Wolfner utca 4.",41 m2,1 + 1 fél,7 m2
382,240 000 Ft/hó,"Budapest VIII. kerület, Delej utca 51.",36 m2,1,3 m2
382,200 000 Ft/hó,"Budapest VII. kerület, Százház utca 29-37.",32 m2,1,5 m2
382,140 000 Ft/hó,"Budapest XIV. kerület, Gvadányi utca 44-46.",46 m2,1 + 1 fél,
382,295 000 Ft/hó,"Budapest II. kerület, Hűvösvölgyi út",40 m2,1,5 m2
382,290 000 Ft/hó,"Budapest XII. kerület, Szendrő utca",56 m2,1 + 1 fél,
382,750 000 Ft/hó,"Budapest XIII. kerület, Pannónia utca",106 m2,3,35 m2
382,210 000 Ft/hó,"Budapest VIII. kerület, Füvészkert utca",35 m2,1,
382,195 000 Ft/hó,"Budapest VII. kerület, Peterdy utca",29 m2,1,
382,300 000 Ft/hó,"Budapest VII. kerület, Akácfa utca 62. 3. em. 28.",40 m2,2,
382,240 000 Ft/hó,"Budapest XVI. kerület, Hunyadvár utca",55 m2,3,
382,160 000 Ft/hó,"Budapest VIII. kerület, Baross utca 47.",22 m2,1,
383,400 000 Ft/hó,"Budapest II. kerület, Tárkony utca",140 m2,3,
383,692 568 Ft/hó,"Budapest XIII. kerület, Bessenyei utca 1-3.",77 m2,3,
383,250 000 Ft/hó,"Budapest XIII. kerület, Újpalotai út 2.",46 m2,2,
383,280 000 Ft/hó,"Budapest IX. kerület, Márton utca",42 m2,2,
383,370 000 Ft/hó,"Budapest XIII. kerület, Váci út",54 m2,2 + 1 fél,
383,750 000 Ft/hó,"Budapest II. kerület, Keleti Károly utca",97 m2,3 + 1 fél,
383,45 000 Ft/hó,"Budapest XV. kerület, Nyírpalota út",18 m2,1,
383,450 000 Ft/hó,"Budapest VI. kerület, Ó utca",67 m2,2,
383,1 500 000 Ft/hó,"Budapest I. kerület, Gellérthegy utca",126 m2,4,59.58 m2
383,450 000 Ft/hó,"Budapest XI. kerület, Lágymányos - Műegyetem környéke",111 m2,4,12 m2
383,310 000 Ft/hó,"Budapest II. kerület, Margit körút",51 m2,2,
383,190 000 Ft/hó,"Budapest XI. kerület, Gazdagréti lakótelep",29 m2,1,3 m2
383,170 000 Ft/hó,"Budapest XVIII. kerület, Csontváry Kosztka Tivadar utca",35 m2,1 + 1 fél,
383,250 000 Ft/hó,"Budapest XIV. kerület, Mexikói út",52 m2,1 + 1 fél,8 m2
383,720 000 Ft/hó,"Budapest II. kerület, Felhévíz",98 m2,2,3 m2
383,185 000 Ft/hó,"Budapest II. kerület, Víziváros",33 m2,1,
383,300 000 Ft/hó,"Budapest IX. kerület, Ráday utca",78 m2,2 + 1 fél,
383,190 000 Ft/hó,"Budapest XI. kerület, Thallóczy Lajos utca",36 m2,1,1 m2
383,1 050 000 Ft/hó,"Budapest XI. kerület, Kelenhegyi út",141 m2,5,5 m2
383,300 000 Ft/hó,"Budapest VIII. kerület, József körút",127 m2,3,
384,170 000 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca 12.",32 m2,1,
384,220 000 Ft/hó,"Budapest VI. kerület, Ó utca",38 m2,2,
384,349 000 Ft/hó,"Budapest XIII. kerület, Kassák Lajos utca",84 m2,2 + 2 fél,
384,220 000 Ft/hó,"Budapest XXII. kerület, Ady Endre út",52 m2,2,12 m2
384,250 000 Ft/hó,"Budapest XIV. kerület, Várna utca",48 m2,2,3 m2
384,330 000 Ft/hó,"Budapest XI. kerület, Alíz utca",43 m2,2,12 m2
384,450 000 Ft/hó,"Budapest III. kerület, Nyereg út 11.",100 m2,4,30 m2
384,270 000 Ft/hó,"Budapest IV. kerület, Tófalva utca 11.",51 m2,2,10 m2
384,230 000 Ft/hó,"Budapest XIII. kerület, Népfürdő utca",40 m2,1,4 m2
384,550 000 Ft/hó,"Budapest XIV. kerület, Szugló utca",103 m2,4,25 m2
384,240 000 Ft/hó,"Budapest XI. kerület, Irinyi József utca",55 m2,3,
384,290 000 Ft/hó,"Budapest XIII. kerület, Szabolcs utca 19-21.",55 m2,2,7 m2
384,200 000 Ft/hó,"Budapest XIII. kerület, Röppentyű utca 21.",35 m2,1,5 m2
384,290 000 Ft/hó,"Budapest XIII. kerület, Szabolcs utca 19-21.",55 m2,2,7 m2
384,329 900 Ft/hó,"Budapest II. kerület, Labanc út",54 m2,2,6 m2
384,270 000 Ft/hó,"Budapest IX. kerület, Tompa utca",53 m2,2,
384,300 000 Ft/hó,"Budapest IX. kerület, Középső-Ferencváros",60 m2,2,3 m2
384,180 000 Ft/hó,"Budapest X. kerület, Dombtető utca",50 m2,1 + 1 fél,3 m2
384,299 000 Ft/hó,"Budapest V. kerület, Zoltán utca",82 m2,2,0.3 m2
384,1 091 000 Ft/hó,"Budapest II. kerület, Csévi utca",89 m2,3,45 m2
385,260 000 Ft/hó,"Budapest IV. kerület, Megyeri út",51 m2,1 + 1 fél,14 m2
385,220 000 Ft/hó,"Budapest XIII. kerület, Váci út",30 m2,1,
385,327 046 Ft/hó,"Budapest VII. kerület, Peterdy utca",70 m2,3,
385,200 000 Ft/hó,"Budapest V. kerület, Váci utca",51 m2,1,
385,175 000 Ft/hó,"Budapest XI. kerület, Vincellér utca",34 m2,1,
385,240 000 Ft/hó,"Budapest VIII. kerület, Kölcsey utca",42 m2,1 + 1 fél,
385,300 000 Ft/hó,"Budapest XIV. kerület, Füredi utca",68 m2,3,2 m2
385,370 000 Ft/hó,"Budapest XIII. kerület, Váci út",54 m2,2 + 2 fél,
385,340 000 Ft/hó,"Budapest VII. kerület, Wesselényi utca 9.",76 m2,2 + 1 fél,
385,240 000 Ft/hó,"Budapest VII. kerület, Dob utca",32 m2,1,6 m2
385,307 808 Ft/hó,"Budapest VIII. kerület, Corvin sétány 3.",45 m2,2,7 m2
385,290 000 Ft/hó,"Budapest VII. kerület, Damjanich utca",62 m2,3,17 m2
385,210 000 Ft/hó,"Budapest XIII. kerület, Országbíró utca 4.",50 m2,2,2 m2
385,250 000 Ft/hó,"Budapest V. kerület, Bástya utca",45 m2,1,
385,220 000 Ft/hó,"Budapest V. kerület, Honvéd tér",63 m2,2,
385,190 000 Ft/hó,"Budapest X. kerület, Gém utca",30 m2,1,4 m2
385,230 000 Ft/hó,"Budapest IV. kerület, Szent László tér",36 m2,1 + 1 fél,
385,240 000 Ft/hó,"Budapest XV. kerület, Kontyfa utca",72 m2,2,6 m2
385,209 000 Ft/hó,"Budapest VI. kerület, Podmaniczky utca 13.",40 m2,1 + 1 fél,
385,330 000 Ft/hó,"Budapest IX. kerület, Márton utca 33.",55 m2,2,
386,200 000 Ft/hó,"Budapest X. kerület, Mádi utca",60 m2,2 + 1 fél,3 m2
386,150 000 Ft/hó,"Budapest XVIII. kerület, Baross utca",27 m2,1,
386,185 000 Ft/hó,"Budapest VI. kerület, Belső-Terézváros",23 m2,1,
386,260 000 Ft/hó,"Budapest VII. kerület, Külső-Erzsébetváros - Ligetváros",47 m2,3,
386,280 000 Ft/hó,"Budapest IX. kerület, Márton utca",42 m2,2,
386,300 000 Ft/hó,"Budapest IX. kerület, Hőgyes Endre utca",61 m2,2,
386,240 000 Ft/hó,"Budapest VII. kerület, Dob utca",62 m2,2,
386,270 000 Ft/hó,"Budapest XII. kerület, Thomán István utca",55 m2,1 + 1 fél,6 m2
386,200 000 Ft/hó,"Budapest VII. kerület, Cserhát utca",32 m2,1,
386,180 000 Ft/hó,"Budapest XV. kerület, Mézeskalács tér",51 m2,2,3 m2
386,165 000 Ft/hó,"Budapest XIX. kerület, Kosárfonó utca",35 m2,1 + 1 fél,
386,250 000 Ft/hó,"Budapest III. kerület, Ágoston utca 6.",69 m2,3,
386,450 000 Ft/hó,"Budapest XI. kerület, Lágymányosi utca",80 m2,2 + 1 fél,2 m2
386,200 000 Ft/hó,"Budapest XXI. kerület, Ady Endre út 3.",46 m2,1 + 1 fél,
386,259 000 Ft/hó,"Budapest VII. kerület, Dob utca",41 m2,2,
386,692 568 Ft/hó,"Budapest VI. kerület, Belső-Terézváros",89 m2,3,
386,260 000 Ft/hó,"Budapest VII. kerület, Bethlen Gábor utca 4.",47 m2,3,
386,450 000 Ft/hó,"Budapest VI. kerület, Ó utca 5.",73 m2,1,
386,300 000 Ft/hó,"Budapest III. kerület, Pusztakúti út",46 m2,2,9 m2
386,260 000 Ft/hó,"Budapest XI. kerület, Gazdagréti lakótelep",54 m2,2,4 m2
387,260 000 Ft/hó,"Budapest XI. kerület, Gazdagréti lakótelep",54 m2,2,4 m2
387,199 990 Ft/hó,"Budapest XV. kerület, Szilas park 15.",45 m2,2,1 m2
387,270 000 Ft/hó,"Budapest I. kerület, Krisztinaváros",39 m2,1 + 1 fél,
387,280 000 Ft/hó,"Budapest IX. kerület, Ipar utca",54 m2,1 + 1 fél,
387,300 000 Ft/hó,"Budapest IX. kerület, Ipar utca",67 m2,2,
387,170 000 Ft/hó,"Budapest XIV. kerület, Telepes utca",32 m2,1,
387,180 000 Ft/hó,"Budapest III. kerület, Amfiteátrum utca",28 m2,1,3 m2
387,180 000 Ft/hó,"Budapest III. kerület, Amfiteátrum utca",28 m2,1,3 m2
387,250 000 Ft/hó,"Budapest XIII. kerület, Lehel utca",45 m2,1,
387,230 000 Ft/hó,"Budapest XVI. kerület, Hunyadvár utca",44 m2,1 + 1 fél,
387,195 000 Ft/hó,"Budapest X. kerület, Agyagfejtő utca 8.",50 m2,2,4 m2
387,465 000 Ft/hó,"Budapest VIII. kerület, Pál utca",90 m2,3 + 2 fél,
387,190 000 Ft/hó,"Budapest VIII. kerület, Kerepesi út",51 m2,2,
387,185 000 Ft/hó,"Budapest XX. kerület, Török Flóris utca 88.",44 m2,2,3 m2
387,250 000 Ft/hó,"Budapest XIV. kerület, Kalocsai utca",60 m2,3,
387,250 000 Ft/hó,"Budapest XI. kerület, Kanizsai utca",47 m2,1 + 1 fél,2 m2
387,130 000 Ft/hó,"Budapest XIII. kerület, Fiastyúk utca",30 m2,1,
387,350 000 Ft/hó,"Budapest VI. kerület, Vörösmarty utca",65 m2,2 + 1 fél,4 m2
387,290 000 Ft/hó,"Budapest II. kerület, Buday László utca 5.",68 m2,2,
387,220 000 Ft/hó,"Budapest VI. kerület, Ó utca",39 m2,2,
388,280 000 Ft/hó,"Budapest XIII. kerület, Szabolcs utca",51 m2,2,4 m2
388,180 000 Ft/hó,"Budapest X. kerület, Pongrácz út 17/B",37 m2,1,
388,320 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 6.",49 m2,2,9 m2
388,700 000 Ft/hó,"Budapest VI. kerület, Rózsa utca 62.",50 m2,2,
388,250 000 Ft/hó,"Budapest II. kerület, Hűvösvölgyi út 10.",46 m2,2,
388,220 000 Ft/hó,"Budapest VIII. kerület, Bródy Sándor utca",38 m2,1 + 1 fél,4 m2
388,320 000 Ft/hó,"Budapest VI. kerület, Szív utca 63.",60 m2,2 + 1 fél,
388,220 000 Ft/hó,"Budapest III. kerület, Zápor utca",53 m2,1 + 2 fél,
388,800 000 Ft/hó,"Budapest XIII. kerület, Úszódaru utca",70 m2,3,50 m2
388,650 000 Ft/hó,"Budapest VIII. kerület, József körút 11.",150 m2,3 + 1 fél,3 m2
388,220 000 Ft/hó,"Budapest XIV. kerület, Adria sétány 9.",50 m2,2,6 m2
388,195 000 Ft/hó,"Budapest XI. kerület, Magyari István utca",44 m2,1,4 m2
388,160 000 Ft/hó,"Budapest VIII. kerület, Baross utca",25 m2,1,
388,330 000 Ft/hó,"Budapest II. kerület, Felső Zöldmáli út",60 m2,2,5 m2
388,288 570 Ft/hó,"Budapest IX. kerület, Pápay István utca 5.",45 m2,2,5 m2
388,260 000 Ft/hó,"Budapest XI. kerület, Szerémi út",44 m2,1 + 1 fél,
388,100 000 Ft/hó,"Budapest II. kerület, Szépvölgyi út",12 m2,4,20 m2
388,350 000 Ft/hó,"Budapest VIII. kerület, József körút",87 m2,2 + 1 fél,3 m2
388,320 000 Ft/hó,"Budapest XI. kerület, Lágymányosi utca",47 m2,1 + 1 fél,1 m2
388,250 000 Ft/hó,"Budapest VII. kerület, Marek József utca 22.",35 m2,1,
389,210 000 Ft/hó,"Budapest XII. kerület, Avar utca",36 m2,1,
389,288 570 Ft/hó,"Budapest VII. kerület, Hársfa utca",33 m2,1,
389,570 000 Ft/hó,"Budapest III. kerület, Jeles utca",70 m2,3,70 m2
389,390 000 Ft/hó,"Budapest VI. kerület, Teréz körút 56.",60 m2,2,
389,275 000 Ft/hó,"Budapest V. kerület, Ferenczy István utca",50 m2,2,
389,210 000 Ft/hó,"Budapest VII. kerület, Garay tér",32 m2,1,3 m2
389,250 000 Ft/hó,"Budapest VI. kerület, Teréz körút",60 m2,3,4 m2
389,280 000 Ft/hó,"Budapest VII. kerület, Rákóczi út",86 m2,2,
389,100 000 Ft/hó,"Budapest III. kerület, Kerék utca",17 m2,1,
389,320 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 6.",50 m2,2,12 m2
389,350 000 Ft/hó,"Budapest XII. kerület, Álom utca",57 m2,2,1.8 m2
389,475 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 5.",63 m2,3,8 m2
389,185 000 Ft/hó,"Budapest XIV. kerület, Fűrész utca",36 m2,1,
389,350 000 Ft/hó,"Budapest II. kerület, Júlia utca",49 m2,2,1.5 m2
389,445 000 Ft/hó,"Budapest II. kerület, Bem rakpart",86 m2,3,
389,330 000 Ft/hó,"Budapest VIII. kerület, Corvin sétány 8.",48 m2,2,7 m2
389,180 000 Ft/hó,"Budapest XIV. kerület, Újvilág utca 39.",40 m2,1 + 1 fél,
389,280 000 Ft/hó,"Budapest VIII. kerület, Horánszky utca",30 m2,1,
389,325 000 Ft/hó,"Budapest VI. kerület, Belső-Terézváros",73 m2,3,
389,200 000 Ft/hó,"Budapest XV. kerület, Kőrakás park",36 m2,1 + 1 fél,
390,240 000 Ft/hó,"Budapest VIII. kerület, Mátyás tér 17.",50 m2,2,
390,320 000 Ft/hó,"Budapest VI. kerület, Belső-Terézváros",53 m2,1,
390,360 000 Ft/hó,"Budapest VI. kerület, Teréz körút",61 m2,2,
390,235 000 Ft/hó,"Budapest VII. kerület, Szövetség utca",47 m2,2,
390,240 000 Ft/hó,"Budapest II. kerület, Kuruclesi út",54 m2,2,20 m2
390,175 000 Ft/hó,"Budapest XX. kerület, Károly utca",23 m2,1,
390,485 000 Ft/hó,"Budapest VI. kerület, Teréz körút 22.",96 m2,3 + 1 fél,
390,290 000 Ft/hó,"Budapest XIII. kerület, Üteg utca 31.",58 m2,3 + 1 fél,4 m2
390,340 000 Ft/hó,"Budapest XI. kerület, Irinyi József utca",62 m2,2 + 1 fél,3 m2
390,185 000 Ft/hó,"Budapest XIII. kerület, Újlipótváros",34 m2,1,
390,200 000 Ft/hó,"Budapest III. kerület, Prés utca",25 m2,1,
390,250 094 Ft/hó,"Budapest XIII. kerület, Hegedűs Gyula utca 18/b",50 m2,3,
390,180 000 Ft/hó,"Budapest X. kerület, Dombtető utca 8.",50 m2,1 + 1 fél,3 m2
390,178 000 Ft/hó,"Budapest VIII. kerület, Népszínház utca",30 m2,1,
390,100 000 Ft/hó,"Budapest XXI. kerület, Ady Endre út",8 m2,2 + 3 fél,
390,260 000 Ft/hó,"Budapest II. kerület, Szilágyi Erzsébet fasor",68 m2,2 + 1 fél,
390,1 150 000 Ft/hó,"Budapest V. kerület, Belgrád rakpart",165 m2,3 + 1 fél,5 m2
390,280 000 Ft/hó,"Budapest XI. kerület, Villányi út 55-65.",50 m2,2,
390,120 000 Ft/hó,"Budapest VII. kerület, Rákóczi út 69.",50 m2,2,
390,380 000 Ft/hó,"Budapest II. kerület, Fillér utca 2.",70 m2,2 + 1 fél,1 m2
391,300 000 Ft/hó,"Budapest II. kerület, Fillér utca 1.",61 m2,2 + 1 fél,3 m2
391,199 500 Ft/hó,"Budapest XV. kerület, Szilas park 15.",45 m2,2,1 m2
391,250 000 Ft/hó,"Budapest V. kerület, Falk Miksa utca",35 m2,1,
391,250 000 Ft/hó,"Budapest III. kerület, Bálint György utca",57 m2,1 + 2 fél,
391,260 000 Ft/hó,"Budapest XV. kerület, Bem utca",54 m2,1 + 1 fél,
391,180 000 Ft/hó,"Budapest XIV. kerület, Dózsa György út",16 m2,1,
